5 0 1 522.917 4182.47 473 400.18 204 225 1500 false
5 1 2 441.278 3518.17 553 511.891 198 168 1500 false
5 2 3 468.75 3762.86 388 660.367 126 114 1500 false
5 3 4 567.5 4539.54 484 695.719 151 171 1500 false
5 4 5 566.25 4523.3 393 634.914 67 67 1500 false
5 5 6 615 4927.93 547 608.047 220 284 1500 false
5 6 7 591.25 4710.42 75 820.156 318 491 1500 false
5 7 8 457.5 3667.91 0 852.68 404 551 1500 false
5 8 9 498.75 3998.2 1 955.906 283 441 1500 false
5 9 10 715 5681.6 45 979.945 406 661 1500 false
5 10 11 725 5757.42 491 725.414 1215 2268 1500 false
5 11 12 645 5188.41 391 821.57 307 502 1500 false
5 12 13 578.75 4594.91 392 912.07 987 1759 1500 false
5 13 14 602.5 4898.56 91 702.789 72 17 1500 false
5 14 15 628.75 5005.53 6 627.844 1971 3725 1500 false
5 15 16 540 4318.95 180 480.781 85 43 1500 false
5 16 17 681.25 5455.48 0 1083.17 366 600 1500 false
5 17 18 601.25 4830.88 0 1285.38 456 138 1500 false
5 18 19 637.5 5099.89 148 530.273 130 129 1500 false
5 19 20 648.75 5183.61 46 388.867 874 1414 1500 false
5 20 21 575 4582.11 274 524.617 765 1410 1500 false
5 21 22 610 4821.27 1 740.969 1900 3529 1500 false
5 22 23 610 4935.2 45 598.148 750 1145 1500 false
5 23 24 642.5 5154.86 135 776.32 344 542 1500 false
5 24 25 633.75 5083.81 29 750.867 84 65 1500 false
5 25 26 688.75 5488.69 66 824.398 3376 6538 1500 false
5 26 27 550 4356.95 449 613.703 390 670 1500 false
5 27 28 528.75 4291.45 121 264.43 875 1488 1500 false
5 28 29 518.75 4150.14 87 576.938 232 124 1500 false
5 29 30 461.25 3688.42 0 869.648 53 49 1500 false
