5,0,1.001195,1.001194953918457,486277120,3885573878.2687087,686,137560,310,453,1500,false
5,1.001195,2.022146,1.0209510326385498,486277120,3810385450.0701256,85,415576,2952,5692,1500,false
5,10.000203,11.000582,1.000378966331482,661913600,5293302816.450227,0,587888,61,14,1500,false
5,11.000582,12.001772,1.001189947128296,661913600,5289015151.6088295,0,987536,141,114,1500,false
5,12.001772,13.00414,1.0023679733276367,702545920,5607089920.622306,1,1287272,969,1770,1500,false
5,13.00414,14.000555,0.9964150190353394,677642240,5440642519.869255,0,1514608,2175,3610,1500,false
5,14.000555,15.008866,1.0083110332489014,724828160,5750829941.150322,1,1615968,231,205,1500,false
5,15.008866,16.016131,1.0072649717330933,705167360,5600650313.783423,45,942648,1116,1828,1500,false
5,16.016131,17.001069,0.9849380254745483,618659840,5024964608.931015,45,616848,748,1251,1500,false
5,17.001069,18.007392,1.006322979927063,758906880,6033107820.3540945,284,1016496,1438,2775,1500,false
5,18.007392,19.000183,0.9927909970283508,720896000,5809045425.73658,225,424264,54,26,1500,false
5,19.000183,20.012592,1.012408971786499,592445440,4681471275.028861,24,977400,2579,5042,1500,false
5,2.022146,3.000476,0.9783300161361694,546570240,4469414050.351903,24,1023736,95,32,1500,false
5,20.012592,21.000174,0.9875820279121399,667156480,5404363069.752852,71,640016,2698,5266,1500,false
5,21.000174,22.000579,1.000404953956604,745799680,5963982301.769782,91,644360,229,258,1500,false
5,22.000579,23.010407,1.009827971458435,576716800,4568832049.02381,0,918032,1445,2776,1500,false
5,23.010407,24.021791,1.0113840103149414,557056000,4406286785.780089,0,1188808,3750,6460,1500,false
5,24.021791,25.000144,0.9783530235290527,682885120,5583956740.16923,0,1598592,240,91,1500,false
5,25.000144,26.001236,1.0010919570922852,667156480,5331430147.038918,1,1779592,302,537,1500,false
5,26.001236,27.000169,0.9989330172538757,817889280,6550103086.979142,447,599472,137,124,1500,false
5,27.000169,28.00015,0.9999809861183167,734003200,5872137252.12294,135,650152,78,20,1500,false
5,28.00015,29.000086,0.9999359846115112,770703360,6166021600.268171,136,587888,192,206,1500,false
5,29.000086,30.000101,1.0000150203704834,823132160,6584958371.485642,47,674768,460,601,1500,false
5,3.000476,4.032402,1.0319260358810425,667156480,5172126348.6129,51,729792,7561,13183,1500,false
5,4.032402,5.000121,0.9677190184593201,651427840,5385264338.709565,316,395304,276,348,1500,false
5,5.000121,6.000138,1.0000170469284058,747110400,5976781314.236839,448,621192,74,24,1500,false
5,6.000138,7.000159,1.000020980834961,710410240,5683162682.501702,226,653048,283,115,1500,false
5,7.000159,8.000129,0.999970018863678,718274560,5746368762.66523,181,651600,89,63,1500,false
5,8.000129,9.000562,1.0004329681396484,593756160,4747993550.065565,15,724000,245,320,1500,false
5,9.000562,10.000203,0.9996410012245178,631767040,5055951400.361628,46,396752,186,256,1500,false
