5 0 1 342.576 2740.21 271 605.219 359 475 1500 false
5 1 2 452.5 3619.18 274 688.648 1166 2053 1500 false
5 2 3 475 3800.94 147 414.32 93 91 1500 false
5 3 4 578.75 4592.99 157 202.211 598 1125 1500 false
5 4 5 480 3869.16 0 428.461 151 139 1500 false
5 5 6 696.25 5553.79 46 675.922 375 590 1500 false
5 6 7 741.25 5874.18 76 835.711 117 100 1500 false
5 7 8 682.5 5361.69 0 1129.84 2744 5316 1500 false
5 8 9 525 4330.57 20 1223.16 438 754 1500 false
5 9 10 497.5 3980.33 0 1261.34 278 262 1500 false
5 10 11 566.25 4525.51 143 569.867 94 82 1500 false
5 11 12 601.25 4793.17 2 1032.27 430 771 1500 false
5 12 13 716.25 5723.58 29 930.453 111 70 1500 false
5 13 14 675 5421.2 58 581.18 360 412 1500 false
5 14 15 601.25 4822.32 0 735.312 65 27 1500 false
5 15 16 592.5 4719.21 45 960.148 614 1104 1500 false
5 16 17 670 5382.66 652 736.727 34 20 1500 false
5 17 18 606.25 4787.42 45 960.148 3347 6542 1500 false
5 18 19 650 5258.35 579 468.055 562 811 1500 false
5 19 20 601.25 4743.42 91 756.523 411 648 1500 false
5 20 21 586.25 4629.84 45 533.102 1832 3507 1500 false
5 21 22 697.5 5741.33 14 518.961 1428 2356 1500 false
5 22 23 671.25 5375.32 136 832.883 38 20 1500 false
5 23 24 705 5604.71 0 1132.66 687 1097 1500 false
5 24 25 633.75 5088.64 0 1436.69 2461 4801 1500 false
5 25 26 733.75 5887.57 47 1076.1 118 51 1500 false
5 26 27 492.5 3940.01 2 1076.1 77 23 1500 false
5 27 28 821.25 6569.66 27 627.844 131 129 1500 false
5 28 29 657.5 5208.47 90 630.672 182 255 1500 false
5 29 30 483.75 3907.66 0 668.852 28 14 1500 false
