5,0,1.000136,1.0001360177993774,367081240,2936250537.6634464,534,375032,962,905,1500,false
5,1.000136,2.009618,1.0094820261001587,352583680,2794174999.724204,63,703728,1502,2739,1500,false
5,10.00761,11.000355,0.9927449822425842,471859200,3802460518.584201,25,991880,33,18,1500,false
5,11.000355,12.000289,0.9999340176582336,656670720,5253712412.247927,0,1207632,83,19,1500,false
5,12.000289,13.000168,0.999879002571106,654049280,5233027422.863499,68,645808,92,62,1500,false
5,13.000168,14.001475,1.0013070106506348,677642240,5414061683.716189,3,760200,783,698,1500,false
5,14.001475,15.00634,1.004865050315857,655360000,5217496616.438215,0,1042560,159,111,1500,false
5,15.00634,16.000312,0.9939720034599304,626524160,5042589995.043109,7,835496,148,21,1500,false
5,16.000312,17.01134,1.0110280513763428,591134720,4677494114.591742,2,1225008,1081,2015,1500,false
5,17.01134,18.001074,0.9897339940071106,605552640,4894669829.806004,181,757304,93,82,1500,false
5,18.001074,19.003826,1.0027519464492798,701235200,5594485874.462228,45,635672,57,7,1500,false
5,19.003826,20.009311,1.0054850578308105,613416960,4880565496.007341,165,755856,400,672,1500,false
5,2.009618,3.000146,0.9905279874801636,524288000,4234412407.3364415,128,405440,89,91,1500,false
5,20.009311,21.010511,1.0011999607086182,686817280,5487952912.134692,1,1042560,2887,4911,1500,false
5,21.010511,22.003389,0.9928780198097229,630456320,5079829001.518812,46,642912,401,502,1500,false
5,22.003389,23.000401,0.9970120191574097,765460480,6142036126.279821,45,931064,83,25,1500,false
5,23.000401,24.000609,1.0002080202102661,768081920,6143377413.338733,185,505352,109,61,1500,false
5,24.000609,25.000112,0.9995030164718628,650117120,5203523025.231823,52,919480,87,49,1500,false
5,25.000112,26.000682,1.0005700588226318,588513280,4705423871.607767,90,768888,38,19,1500,false
5,26.000682,27.00019,0.9995080232620239,668467200,5350369857.509463,345,570512,658,797,1500,false
5,27.00019,28.000125,0.99993497133255,714342400,5715110846.042647,213,480736,168,191,1500,false
5,28.000125,29.000073,0.9999480247497559,840171520,6721721523.158237,320,631328,118,101,1500,false
5,29.000073,30.00037,1.000296950340271,688128000,5503389766.536183,83,765992,216,272,1500,false
5,3.000146,4.001701,1.0015549659729004,609484800,4868308346.176109,208,739928,148,216,1500,false
5,4.001701,5.008417,1.006716012954712,579338240,4603786828.02227,314,476392,204,290,1500,false
5,5.008417,6.002333,0.9939159750938416,592445440,4768575653.039996,1,703728,207,240,1500,false
5,6.002333,7.005508,1.0031750202178955,545259520,4348270313.840681,69,569064,960,1804,1500,false
5,7.005508,8.00005,0.9945420026779175,667156480,5366542414.125137,137,437296,155,164,1500,false
5,8.00005,9.005117,1.005066990852356,689438720,5487703615.977402,136,648704,218,246,1500,false
5,9.005117,10.00761,1.0024930238723755,601620480,4800994845.239666,59,886176,1344,2295,1500,false
