5,0,1.000208,1.0002080202102661,548318328,4385634323.425891,473,409784,204,225,1500,false
5,1.000208,2.003634,1.0034259557724,462713184,3689066891.986629,553,524176,198,168,1500,false
5,10.006899,11.014294,1.0073950290679932,760217600,6037096297.394494,491,742824,1215,2268,1500,false
5,11.014294,12.008818,0.9945240020751953,676331520,5440444020.164436,391,841288,307,502,1500,false
5,12.008818,13.016454,1.0076359510421753,606863360,4818115982.244062,392,933960,987,1759,1500,false
5,13.016454,14.000417,0.9839630126953125,631767040,5136510473.249903,91,719656,72,17,1500,false
5,14.000417,15.005306,1.0048890113830566,659292160,5248676441.133318,6,642912,1971,3725,1500,false
5,15.005306,16.005548,1.000241994857788,566231040,4528752385.210584,180,492320,85,43,1500,false
5,16.005548,17.004544,0.9989960193634033,714342400,5720482453.615421,0,1109168,366,600,1500,false
5,17.004544,18.000222,0.9956780076026917,630456320,5065543801.79961,0,1316232,456,138,1500,false
5,18.000222,19.000243,1.000020980834961,668467200,5347625402.354,148,543000,130,129,1500,false
5,19.000243,20.001475,1.0012320280075073,680263680,5435412859.125193,46,398200,874,1414,1500,false
5,2.003634,3.000216,0.9965819716453552,491520000,3945646331.0368843,388,676216,126,114,1500,false
5,20.001475,21.005379,1.0039039850234985,602931200,4804692153.789086,274,537208,765,1410,1500,false
5,21.005379,22.017561,1.0121819972991943,639631360,5055465216.387793,1,758752,1900,3529,1500,false
5,22.017561,23.006376,0.9888150095939636,639631360,5174932449.802932,45,612504,750,1145,1500,false
5,23.006376,24.003493,0.9971169829368591,673710080,5405264108.656038,135,794952,344,542,1500,false
5,24.003493,25.000777,0.9972839951515198,664535040,5330758686.438445,29,768888,84,65,1500,false
5,25.000777,26.00466,1.0038830041885376,722206720,5755305883.149416,66,844184,3376,6538,1500,false
5,26.00466,27.014541,1.0098810195922852,576716800,4568592052.420871,449,628432,390,670,1500,false
5,27.014541,28.000221,0.9856799840927124,554434560,4499915339.239355,121,270776,875,1488,1500,false
5,28.000221,29.000188,0.9999669790267944,543948800,4351734098.495064,87,590784,232,124,1500,false
5,29.000188,30.000616,1.0004279613494873,483655680,3867590260.8527017,0,890520,53,49,1500,false
5,3.000216,4.000318,1.0001020431518555,595066880,4760049309.565464,484,712416,151,171,1500,false
5,4.000318,5.001799,1.001481056213379,593756160,4743024593.954914,393,650152,67,67,1500,false
5,5.001799,6.00019,0.9983909726142883,644874240,5167308260.501561,547,622640,220,284,1500,false
5,6.00019,7.004347,1.0041569471359253,619970560,4939232352.21977,75,839840,318,491,1500,false
5,7.004347,8.002191,0.9978439807891846,479723520,3846080383.1925035,0,873144,404,551,1500,false
5,8.002191,9.00014,0.9979490041732788,522977280,4192416869.5032268,1,978848,283,441,1500,false
5,9.00014,10.006899,1.0067590475082397,749731840,5957587105.717976,45,1003464,406,661,1500,false
