5 0 1 1350 10790 0 282.812 107 29 1500 false
5 1 2 1390.15 11129.2 0 315.336 79 6 1500 false
5 2 3 1708.75 13669.5 0 315.336 68 13 1500 false
5 3 4 1780 14242 0 518.961 63 12 1500 false
5 4 5 1811.25 14486.3 0 572.695 80 14 1500 false
5 5 6 1678.75 13433.9 0 697.133 72 25 1500 false
5 6 7 1672.5 13378.7 0 732.484 66 12 1500 false
5 7 8 1703.75 13628.1 0 769.25 76 11 1500 false
5 8 9 1703.75 13625.4 0 807.43 67 15 1500 false
5 9 10 1681.25 13455.4 0 848.438 70 18 1500 false
5 10 11 1662.5 13294.6 0 900.758 76 18 1500 false
5 11 12 1677.5 13423.7 1 944.594 77 14 1500 false
5 12 13 1698.75 13590.9 0 944.594 73 15 1500 false
5 13 14 1673.75 13388.2 0 947.422 73 19 1500 false
5 14 15 1672.5 13378.6 0 947.422 63 13 1500 false
5 15 16 1666.25 13334.3 0 948.836 87 18 1500 false
5 16 17 1658.75 13272.3 46 663.195 86 15 1500 false
5 17 18 1665 13316.4 0 695.719 78 17 1500 false
5 18 19 1662.5 13298.5 0 759.352 79 7 1500 false
5 19 20 1677.5 13423.6 0 859.75 78 13 1500 false
5 20 21 1672.5 13382.1 0 859.75 76 17 1500 false
5 21 22 1686.25 13489.3 0 921.969 67 14 1500 false
5 22 23 1665 13315.1 0 921.969 71 20 1500 false
5 23 24 1667.5 13345.4 0 946.008 73 18 1500 false
5 24 25 1670 13352.2 0 946.008 67 19 1500 false
