5,0,1.000758,1.0007580518722534,391606736,3130480821.152472,580,360552,439,584,1500,false
5,1.000758,2.000047,0.9992889761924744,468871320,3753639487.040154,68,621192,285,109,1500,false
5,10.000748,11.013263,1.0125149488449097,589824000,4660268972.209281,80,586440,1134,1930,1500,false
5,11.013263,12.000114,0.9868509769439697,528220160,4282066268.0865192,0,848528,115,73,1500,false
5,12.000114,13.004954,1.0048400163650513,580648960,4622817169.2481985,432,535760,479,669,1500,false
5,13.004954,14.011578,1.0066239833831787,554434560,4406289292.942074,292,680560,105,32,1500,false
5,14.011578,15.000013,0.9884349703788757,627834880,5081446114.836227,90,534312,510,751,1500,false
5,15.000013,16.003183,1.0031700134277344,634388480,5059070518.524423,0,763096,90,70,1500,false
5,16.003183,17.016603,1.0134199857711792,651427840,5142411629.107826,383,887624,1751,3428,1500,false
5,17.016603,18.001312,0.9847090244293213,654049280,5313645056.754085,9,955680,1201,1906,1500,false
5,18.001312,19.023075,1.0217629671096802,669777920,5244096265.454908,130,372136,1863,3618,1500,false
5,19.023075,20.000423,0.9773480296134949,661913600,5418038037.170955,10,582096,113,83,1500,false
5,2.000047,3.003596,1.0035489797592163,458321424,3653604822.436996,341,363448,154,218,1500,false
5,20.000423,21.009163,1.008739948272705,736624640,5841938876.40789,117,514040,2001,3632,1500,false
5,21.009163,22.000494,0.9913309812545776,744488960,6007995102.163057,0,932512,61,14,1500,false
5,22.000494,23.001435,1.0009410381317139,664535040,5311282200.920641,0,1193152,361,361,1500,false
5,23.001435,24.000484,0.9990490078926086,606863360,4859528253.014262,135,789160,73,33,1500,false
5,24.000484,25.016065,1.0155810117721558,668467200,5265692778.824578,45,909344,1704,3109,1500,false
5,25.016065,26.008065,0.9919999837875366,617349120,4978622016.850532,78,498112,3693,6656,1500,false
5,26.008065,27.001269,0.9932039976119995,698613760,5627152219.924248,0,1090344,598,1079,1500,false
5,27.001269,28.013757,1.0124880075454712,656670720,5188570848.098731,0,1368360,130,114,1500,false
5,28.013757,29.011554,0.9977970123291016,614727680,4928679259.642806,135,541552,308,403,1500,false
5,29.011554,30.00056,0.989005982875824,695992320,5629833040.857439,1,1065728,157,139,1500,false
5,3.003596,4.0017,0.9981039762496948,585891840,4696038520.567344,199,282360,60,39,1500,false
5,4.0017,5.001012,0.9993119835853577,579338240,4637896869.175411,236,344624,71,36,1500,false
5,5.001012,6.001687,1.0006749629974365,707788800,5658491127.867367,74,495216,118,94,1500,false
5,6.001687,7.000425,0.9987379908561707,669777920,5364994031.524374,103,579200,79,28,1500,false
5,7.000425,8.000976,1.0005509853363037,676331520,5407672611.687429,1,907896,273,218,1500,false
5,8.000976,9.003238,1.002261996269226,634388480,5063653873.828747,45,724000,349,307,1500,false
5,9.003238,10.000748,0.9975100159645081,669777920,5371598554.64614,0,994776,393,560,1500,false
