5 0 1 399.956 3199.07 309 511.891 438 633 1500 false
5 1 2 428.289 3404.9 96 673.094 2821 4552 1500 false
5 2 3 447.5 3602.37 260 357.758 229 306 1500 false
5 3 4 633.75 5070.05 73 643.398 182 241 1500 false
5 4 5 710 5679.17 45 634.914 108 97 1500 false
5 5 6 678.75 5385.08 284 429.875 343 445 1500 false
5 6 7 632.5 5094.03 334 328.062 121 122 1500 false
5 7 8 553.75 4429.96 137 394.523 194 147 1500 false
5 8 9 831.25 6662.87 428 339.375 59 12 1500 false
5 9 10 627.5 5007.64 90 586.836 133 95 1500 false
5 10 11 627.5 5013.26 94 377.555 167 99 1500 false
5 11 12 582.5 4609.69 0 623.602 99 61 1500 false
5 12 13 621.25 5021.01 68 729.656 327 497 1500 false
5 13 14 628.75 5039.44 9 613.703 257 283 1500 false
5 14 15 585 4682.58 17 684.406 161 203 1500 false
5 15 16 491.25 3899.9 50 313.922 1062 1901 1500 false
5 16 17 541.25 4359.94 122 643.398 9334 16394 1500 false
5 17 18 500 3987.66 0 862.578 1677 2769 1500 false
5 18 19 612.5 4912.85 404 386.039 133 152 1500 false
5 19 20 653.75 5243.22 1 691.477 558 719 1500 false
5 20 21 666.25 5303.98 226 490.68 116 114 1500 false
5 21 22 641.25 5143.89 93 299.781 753 886 1500 false
5 22 23 573.75 4595.52 0 839.953 403 578 1500 false
5 23 24 622.5 4988.31 76 878.133 59 12 1500 false
5 24 25 585 4680.76 36 827.227 64 30 1500 false
5 25 26 601.25 4792.67 45 845.609 210 340 1500 false
5 26 27 663.75 5327.92 137 671.68 54 14 1500 false
5 27 28 603.75 4828.32 101 562.797 310 341 1500 false
5 28 29 632.5 5064.13 66 270.086 1491 2472 1500 false
5 29 30 577.5 4619.6 0 1059.13 167 232 1500 false
