5 0 1 350.076 2800.23 534 366.242 962 905 1500 false
5 1 2 336.25 2664.73 63 687.234 1502 2739 1500 false
5 2 3 500 4038.25 128 395.938 89 91 1500 false
5 3 4 581.25 4642.78 208 722.586 148 216 1500 false
5 4 5 552.5 4390.51 314 465.227 204 290 1500 false
5 5 6 565 4547.67 1 687.234 207 240 1500 false
5 6 7 520 4146.83 69 555.727 960 1804 1500 false
5 7 8 636.25 5117.93 137 427.047 155 164 1500 false
5 8 9 657.5 5233.48 136 633.5 218 246 1500 false
5 9 10 573.75 4578.59 59 865.406 1344 2295 1500 false
5 10 11 450 3626.31 25 968.633 33 18 1500 false
5 11 12 626.25 5010.33 0 1179.33 83 19 1500 false
5 12 13 623.75 4990.6 68 630.672 92 62 1500 false
5 13 14 646.25 5163.25 3 742.383 783 698 1500 false
5 14 15 625 4975.79 0 1018.12 159 111 1500 false
5 15 16 597.5 4808.99 7 815.914 148 21 1500 false
5 16 17 563.75 4460.81 2 1196.3 1081 2015 1500 false
5 17 18 577.5 4667.92 181 739.555 93 82 1500 false
5 18 19 668.75 5335.32 45 620.773 57 7 1500 false
5 19 20 585 4654.47 165 738.141 400 672 1500 false
5 20 21 655 5233.72 1 1018.12 2887 4911 1500 false
5 21 22 601.25 4844.5 46 627.844 401 502 1500 false
5 22 23 730 5857.5 45 909.242 83 25 1500 false
5 23 24 732.5 5858.78 185 493.508 109 61 1500 false
5 24 25 620 4962.47 52 897.93 87 49 1500 false
5 25 26 561.25 4487.44 90 750.867 38 19 1500 false
5 26 27 637.5 5102.51 345 557.141 658 797 1500 false
5 27 28 681.25 5450.35 213 469.469 168 191 1500 false
5 28 29 801.25 6410.33 320 616.531 118 101 1500 false
5 29 30 656.25 5248.44 83 748.039 216 272 1500 false
