5 0 1 405.125 3230.62 439 494.922 203 201 1500 false
5 1 2 466.345 3740.95 410 238.977 203 251 1500 false
5 2 3 452.356 3618.99 254 584.008 162 178 1500 false
5 3 4 675.035 5402.1 275 612.289 137 142 1500 false
5 4 5 612.199 4889.94 41 517.547 516 760 1500 false
5 5 6 477.5 3825.28 159 369.07 790 1252 1500 false
5 6 7 701.234 5608.55 646 386.039 145 184 1500 false
5 7 8 662.5 5301.59 216 186.656 73 36 1500 false
5 8 9 618.75 4941.57 1 380.383 120 57 1500 false
5 9 10 585 4669.09 223 524.617 323 368 1500 false
5 10 11 558.75 4466.89 126 810.258 763 1100 1500 false
5 11 12 540 4305.31 183 298.367 330 591 1500 false
5 12 13 578.75 4666.87 109 625.016 357 441 1500 false
5 13 14 568.75 4551.64 162 677.336 144 82 1500 false
5 14 15 613.75 4894.81 105 678.75 763 658 1500 false
5 15 16 528.75 4230.41 0 931.867 528 454 1500 false
5 16 17 572.5 4533.95 91 847.023 917 1708 1500 false
5 17 18 618.75 4971.9 45 1151.05 231 250 1500 false
5 18 19 683.75 5514.17 1 1267 198 247 1500 false
5 19 20 823.75 6594.67 131 617.945 103 55 1500 false
5 20 21 783.75 6270.33 245 626.43 134 137 1500 false
5 21 22 715 5719.97 317 442.602 274 253 1500 false
5 22 23 793.75 6300.19 48 856.922 430 671 1500 false
5 23 24 592.5 4775.72 48 315.336 36 21 1500 false
5 24 25 541.25 4331.54 2 565.625 38 29 1500 false
5 25 26 588.75 4683.69 45 808.844 81 46 1500 false
5 26 27 686.25 5521.96 117 527.445 127 130 1500 false
5 27 28 427.5 3368.82 38 479.367 846 1455 1500 false
5 28 29 522.5 4241.47 90 551.484 130 120 1500 false
5 29 30 561.25 4452.28 15 749.453 148 194 1500 false
