5 0 1 372.591 2980.39 301 511.891 392 369 1500 false
5 1 2 376.25 3009.42 431 436.945 266 330 1500 false
5 2 3 450 3600.04 98 613.703 93 40 1500 false
5 3 4 671.25 5359.76 237 328.062 80 76 1500 false
5 4 5 706.25 5660.26 194 164.031 201 315 1500 false
5 5 6 535 4276.51 86 261.602 157 152 1500 false
5 6 7 476.25 3801.67 45 236.148 251 421 1500 false
5 7 8 712.5 5652.4 55 432.703 1862 3360 1500 false
5 8 9 670 5423.54 0 974.289 63 11 1500 false
5 9 10 630 5027.14 305 643.398 1627 3125 1500 false
5 10 11 673.75 5403.21 0 1059.13 251 344 1500 false
5 11 12 581.25 4650.71 0 1173.67 65 13 1500 false
5 12 13 435 3478.16 96 429.875 583 672 1500 false
5 13 14 518.75 4129.17 3 724 293 344 1500 false
5 14 15 686.25 5519.92 118 567.039 76 46 1500 false
5 15 16 696.25 5570.54 0 974.289 72 17 1500 false
5 16 17 552.5 4419.81 48 641.984 247 333 1500 false
5 17 18 627.5 5016.97 20 780.562 89 60 1500 false
5 18 19 638.75 5112.12 45 550.07 80 85 1500 false
5 19 20 546.25 4370.94 1 923.383 240 331 1500 false
5 20 21 458.75 3670.01 0 1322.15 65 33 1500 false
5 21 22 486.25 3890.47 271 742.383 318 286 1500 false
5 22 23 472.5 3779.68 0 1016.71 563 931 1500 false
5 23 24 576.25 4608.25 35 731.07 496 898 1500 false
5 24 25 605 4819.21 0 1125.59 921 1600 1500 false
5 25 26 613.75 4849.28 0 1431.03 959 1816 1500 false
5 26 27 638.75 5198.66 41 1054.89 65 13 1500 false
5 27 28 580 4640.19 0 1217.51 71 16 1500 false
5 28 29 502.5 3998.01 0 1317.91 3507 6188 1500 false
5 29 30 620 4984.51 135 1542.74 239 281 1500 false
