5 0 1 373.465 2985.46 580 352.102 439 584 1500 false
5 1 2 447.151 3579.75 68 606.633 285 109 1500 false
5 2 3 437.089 3484.35 341 354.93 154 218 1500 false
5 3 4 558.75 4478.49 199 275.742 60 39 1500 false
5 4 5 552.5 4423.04 236 336.547 71 36 1500 false
5 5 6 675 5396.36 74 483.609 118 94 1500 false
5 6 7 638.75 5116.46 103 565.625 79 28 1500 false
5 7 8 645 5157.16 1 886.617 273 218 1500 false
5 8 9 605 4829.08 45 707.031 349 307 1500 false
5 9 10 638.75 5122.76 0 971.461 393 560 1500 false
5 10 11 562.5 4444.38 80 572.695 1134 1930 1500 false
5 11 12 503.75 4083.7 0 828.641 115 73 1500 false
5 12 13 553.75 4408.66 432 523.203 479 669 1500 false
5 13 14 528.75 4202.16 292 664.609 105 32 1500 false
5 14 15 598.75 4846.04 90 521.789 510 751 1500 false
5 15 16 605 4824.71 0 745.211 90 70 1500 false
5 16 17 621.25 4904.19 383 866.82 1751 3428 1500 false
5 17 18 623.75 5067.49 9 933.281 1201 1906 1500 false
5 18 19 638.75 5001.16 130 363.414 1863 3618 1500 false
5 19 20 631.25 5167.04 10 568.453 113 83 1500 false
5 20 21 702.5 5571.31 117 501.992 2001 3632 1500 false
5 21 22 710 5729.67 0 910.656 61 14 1500 false
5 22 23 633.75 5065.23 0 1165.19 361 361 1500 false
5 23 24 578.75 4634.41 135 770.664 73 33 1500 false
5 24 25 637.5 5021.76 45 888.031 1704 3109 1500 false
5 25 26 588.75 4747.98 78 486.438 3693 6656 1500 false
5 26 27 666.25 5366.47 0 1064.79 598 1079 1500 false
5 27 28 626.25 4948.21 0 1336.29 130 114 1500 false
5 28 29 586.25 4700.35 135 528.859 308 403 1500 false
5 29 30 663.75 5369.03 1 1040.75 157 139 1500 false
