5 0 1 463.75 3705.57 686 134.336 310 453 1500 false
5 1 2 463.75 3633.87 85 405.836 2952 5692 1500 false
5 2 3 521.25 4262.37 24 999.742 95 32 1500 false
5 3 4 636.25 4932.52 51 712.688 7561 13183 1500 false
5 4 5 621.25 5135.79 316 386.039 276 348 1500 false
5 5 6 712.5 5699.9 448 606.633 74 24 1500 false
5 6 7 677.5 5419.89 226 637.742 283 115 1500 false
5 7 8 685 5480.16 181 636.328 89 63 1500 false
5 8 9 566.25 4528.04 15 707.031 245 320 1500 false
5 9 10 602.5 4821.73 46 387.453 186 256 1500 false
5 10 11 631.25 5048.09 0 574.109 61 14 1500 false
5 11 12 631.25 5044 0 964.391 141 114 1500 false
5 12 13 670 5347.34 1 1257.1 969 1770 1500 false
5 13 14 646.25 5188.6 0 1479.11 2175 3610 1500 false
5 14 15 691.25 5484.42 1 1578.09 231 205 1500 false
5 15 16 672.5 5341.2 45 920.555 1116 1828 1500 false
5 16 17 590 4792.18 45 602.391 748 1251 1500 false
5 17 18 723.75 5753.62 284 992.672 1438 2775 1500 false
5 18 19 687.5 5539.94 225 414.32 54 26 1500 false
5 19 20 565 4464.6 24 954.492 2579 5042 1500 false
5 20 21 636.25 5154 71 625.016 2698 5266 1500 false
5 21 22 711.25 5687.7 91 629.258 229 258 1500 false
5 22 23 550 4357.18 0 896.516 1445 2776 1500 false
5 23 24 531.25 4202.16 0 1160.95 3750 6460 1500 false
5 24 25 651.25 5325.28 0 1561.12 240 91 1500 false
5 25 26 636.25 5084.45 1 1737.88 302 537 1500 false
5 26 27 780 6246.67 447 585.422 137 124 1500 false
5 27 28 700 5600.11 135 634.914 78 20 1500 false
5 28 29 735 5880.38 136 574.109 192 206 1500 false
5 29 30 785 6279.91 47 658.953 460 601 1500 false
