5 0 1 478.734 3806.23 513 104.641 94 19 1500 false
5 1 2 341.857 2750.32 384 523.203 107 36 1500 false
5 2 3 537.209 4296.56 330 780.562 37 21 1500 false
5 3 4 446.25 3570.13 48 395.938 64 58 1500 false
5 4 5 608.75 4845.14 294 524.617 282 371 1500 false
5 5 6 596.25 4796.66 38 981.359 68 19 1500 false
5 6 7 625 4993.74 145 625.016 263 242 1500 false
5 7 8 625 5003.6 186 330.891 185 280 1500 false
5 8 9 677.5 5415.41 0 746.625 502 747 1500 false
5 9 10 635 5069.77 46 718.344 136 108 1500 false
5 10 11 663.75 5327.58 107 687.234 63 18 1500 false
5 11 12 586.25 4574.5 0 962.977 2637 5168 1500 false
5 12 13 681.25 5592.92 0 1272.66 76 13 1500 false
5 13 14 651.25 5209.13 0 1515.88 216 173 1500 false
5 14 15 580 4640.27 781 961.562 1835 3133 1500 false
5 15 16 538.75 4188.91 15 1210.44 3306 6176 1500 false
5 16 17 601.25 4953.69 205 902.172 569 767 1500 false
5 17 18 585 4680.15 136 353.516 258 112 1500 false
5 18 19 505 4040.32 45 337.961 33 21 1500 false
5 19 20 491.25 3923.22 0 489.266 910 1514 1500 false
5 20 21 560 4425.09 90 582.594 1321 2197 1500 false
5 21 22 627.5 5067.16 0 875.305 1153 2171 1500 false
5 22 23 678.75 5453.95 26 657.539 258 397 1500 false
5 23 24 530 4241.47 91 609.461 416 569 1500 false
5 24 25 532.5 4250.75 1 748.039 914 1491 1500 false
5 25 26 631.25 5056.78 45 602.391 134 146 1500 false
5 26 27 562.5 4503.45 68 632.086 65 30 1500 false
5 27 28 533.75 4247.43 0 787.633 72 76 1500 false
5 28 29 477.5 3835.3 45 731.07 200 268 1500 false
5 29 30 595 4765.02 1 1105.8 1002 1719 1500 false
